gameType,countGrinder,countObnoxious,countWhale,countLowStakes,avgBankroll,candidateBehaviorStyle,candidateBankrollStyle,candidateBalance,deltaMood,deltaProfit
Roulette,0,1,1,1,2293.0000,OBNOXIOUS,LOW_ROLLER,181,0.026137333333333332,-687.9466666666667
Poker,3,1,2,1,9959.0000,LOW_STAKES,LOW_ROLLER,310,0.004096666666666666,76.29
Poker,0,0,2,0,9521.0000,GRINDER,HIGH_ROLLER,8528,-0.284755,1104.51
Craps,1,2,3,0,9163.6667,OBNOXIOUS,HIGH_ROLLER,18910,0.015093333333333335,-1895.5133333333333
Poker,3,0,0,1,9489.0000,GRINDER,EVEN_STEVEN,1155,-0.0037836666666666665,404.21666666666664
Blackjack,0,0,0,0,0.0000,LOW_STAKES,LOW_ROLLER,249,0.0,30.143333333333334
Poker,2,0,0,0,11499.0000,OBNOXIOUS,EVEN_STEVEN,518,-0.05255133333333333,165.83
Poker,0,0,0,1,1231.0000,OBNOXIOUS,EVEN_STEVEN,823,-0.20736733333333335,122.16666666666667
Poker,0,1,0,2,3333.6667,LOW_STAKES,LOW_ROLLER,300,-0.009398333333333331,97.14
Poker,2,0,2,1,7363.4000,OBNOXIOUS,LOW_ROLLER,326,-0.024410333333333332,55.78666666666667
Blackjack,1,0,0,2,7833.0000,GRINDER,EVEN_STEVEN,1310,-0.015837333333333332,-613.6466666666666
Roulette,1,1,0,2,3262.2500,OBNOXIOUS,EVEN_STEVEN,845,-0.002642666666666667,-657.2866666666666
Roulette,0,0,0,0,0.0000,LOW_STAKES,LOW_ROLLER,210,0.0,42.56333333333333
Blackjack,0,0,0,0,0.0000,LOW_STAKES,LOW_ROLLER,439,0.0,45.95666666666666
Poker,0,0,3,1,13669.5000,WHALE,HIGH_ROLLER,7109,-0.056957,1466.4466666666667
Blackjack,0,0,0,0,0.0000,LOW_STAKES,LOW_ROLLER,570,0.0,64.54333333333334
Craps,0,0,1,0,20989.0000,LOW_STAKES,LOW_ROLLER,426,0.013426999999999998,845.7833333333333
Craps,1,0,2,0,8868.3333,WHALE,HIGH_ROLLER,4926,0.0020446666666666664,630.9666666666667
Roulette,1,4,0,0,6020.2000,GRINDER,HIGH_ROLLER,23283,-0.003183666666666667,3774.06
Roulette,0,0,1,1,7045.0000,LOW_STAKES,EVEN_STEVEN,596,-0.052971333333333336,201.65
Blackjack,1,1,0,1,675.6667,LOW_STAKES,EVEN_STEVEN,574,0.039849333333333334,133.44666666666666
Roulette,1,0,3,1,11062.4000,WHALE,HIGH_ROLLER,4783,-0.026346333333333333,4156.926666666666
Poker,0,2,0,2,7137.0000,WHALE,HIGH_ROLLER,23107,-0.21023433333333336,3250.786666666667
Roulette,2,3,0,0,11302.8000,OBNOXIOUS,LOW_ROLLER,576,-0.019009333333333333,-276.4033333333333
Poker,0,1,2,0,7902.6667,WHALE,HIGH_ROLLER,8512,0.016234999999999996,1412.2533333333333
Roulette,1,0,0,0,5494.0000,WHALE,HIGH_ROLLER,16605,0.12480766666666668,2959.29
Blackjack,0,0,0,0,0.0000,OBNOXIOUS,LOW_ROLLER,180,0.0,6.37
Poker,1,1,3,1,5957.5000,LOW_STAKES,EVEN_STEVEN,1582,-0.0011316666666666667,592.3766666666667
Blackjack,1,0,0,0,864.0000,GRINDER,HIGH_ROLLER,3311,-0.009258666666666667,609.3266666666667
Roulette,1,0,3,0,5788.0000,LOW_STAKES,EVEN_STEVEN,767,-0.004184999999999998,-959.27
Blackjack,3,0,1,0,8898.5000,WHALE,HIGH_ROLLER,17376,-0.0007303333333333348,10066.456666666667
Poker,0,0,1,1,7598.5000,OBNOXIOUS,EVEN_STEVEN,509,-0.098471,213.13333333333333
Blackjack,1,0,0,1,10573.0000,GRINDER,HIGH_ROLLER,23953,-0.012251999999999999,2819.3633333333332
Craps,1,4,2,0,13706.5714,GRINDER,EVEN_STEVEN,1226,0.005683333333333333,-975.3933333333333
Roulette,0,0,0,0,0.0000,GRINDER,EVEN_STEVEN,539,0.0,-0.46
Poker,0,0,1,0,11043.0000,WHALE,HIGH_ROLLER,15444,-0.03387533333333332,1734.4466666666667
Poker,2,0,3,2,5791.1429,LOW_STAKES,LOW_ROLLER,316,-0.014962,39.8
Craps,0,0,0,0,0.0000,OBNOXIOUS,EVEN_STEVEN,773,0.0,51.79
Poker,3,1,1,1,6881.8333,GRINDER,EVEN_STEVEN,1664,-0.008460333333333332,567.46
Blackjack,2,1,0,1,1971.5000,LOW_STAKES,EVEN_STEVEN,1396,0.03554966666666667,-626.0966666666667
Blackjack,0,3,0,0,7238.3333,WHALE,HIGH_ROLLER,12310,0.07259866666666667,2062.7633333333333
Blackjack,1,2,0,0,6654.0000,LOW_STAKES,LOW_ROLLER,246,-0.022123000000000004,1968.3466666666666
Poker,0,0,0,0,0.0000,GRINDER,EVEN_STEVEN,864,0.0,0.0
Roulette,0,0,0,0,0.0000,LOW_STAKES,LOW_ROLLER,283,0.0,-90.70333333333333
Craps,0,0,2,2,11423.2500,LOW_STAKES,LOW_ROLLER,491,0.019798999999999997,-881.03
Poker,3,2,0,0,4308.6000,GRINDER,EVEN_STEVEN,1433,-0.007687333333333333,345.48333333333335
Craps,2,0,0,0,1069.5000,LOW_STAKES,LOW_ROLLER,226,0.003296333333333334,-109.67
Craps,2,0,1,1,8968.0000,OBNOXIOUS,HIGH_ROLLER,18246,-0.008380666666666668,127.88666666666667
Blackjack,0,0,0,0,0.0000,OBNOXIOUS,HIGH_ROLLER,6299,0.0,557.7233333333334
Roulette,0,0,2,1,13570.6667,WHALE,HIGH_ROLLER,18646,-0.023349666666666668,4508.756666666667
Blackjack,0,0,2,1,11032.3333,OBNOXIOUS,HIGH_ROLLER,13338,0.011512666666666668,-1298.2266666666667
Blackjack,0,0,0,0,0.0000,OBNOXIOUS,EVEN_STEVEN,1392,0.0,36.663333333333334
Roulette,0,0,0,0,0.0000,GRINDER,HIGH_ROLLER,11322,0.0,2068.423333333333
Roulette,0,0,0,0,0.0000,LOW_STAKES,LOW_ROLLER,237,0.0,-1.37
Poker,0,2,0,0,791.5000,GRINDER,HIGH_ROLLER,16656,-0.7833433333333334,396.1533333333333
Craps,2,0,0,0,1162.0000,GRINDER,EVEN_STEVEN,1365,0.0034019999999999996,-15.763333333333334
Blackjack,2,1,0,0,8423.3333,OBNOXIOUS,HIGH_ROLLER,17390,-0.026114,4376.28
Blackjack,0,1,2,1,2963.7500,GRINDER,EVEN_STEVEN,1717,0.033382,-1352.9466666666667
Blackjack,0,0,1,0,12358.0000,LOW_STAKES,EVEN_STEVEN,1733,0.04457033333333334,-398.49
Poker,2,1,0,4,1815.8571,LOW_STAKES,EVEN_STEVEN,1455,0.001975333333333333,308.65
Craps,1,2,1,1,6132.6000,LOW_STAKES,LOW_ROLLER,268,0.005020333333333332,571.3766666666667
Roulette,0,0,0,0,0.0000,OBNOXIOUS,HIGH_ROLLER,4010,0.0,254.54
Roulette,0,2,1,2,5139.8000,LOW_STAKES,EVEN_STEVEN,1721,-0.04541333333333333,3760.23
Blackjack,2,1,0,0,17539.6667,LOW_STAKES,EVEN_STEVEN,1152,-0.023565666666666665,4627.833333333333
Poker,0,2,0,2,793.2500,GRINDER,EVEN_STEVEN,691,-0.149716,165.19
Blackjack,0,1,0,0,196.0000,OBNOXIOUS,LOW_ROLLER,238,-0.073406,3.1233333333333335
Poker,2,0,0,0,997.0000,GRINDER,EVEN_STEVEN,1494,-0.11991766666666666,180.74666666666667
Blackjack,1,0,1,1,9821.0000,WHALE,HIGH_ROLLER,3629,-0.008918666666666665,2526.8
Roulette,0,0,0,2,1042.0000,LOW_STAKES,EVEN_STEVEN,915,0.008996666666666667,-759.7633333333333
Poker,1,3,2,1,8957.2857,OBNOXIOUS,LOW_ROLLER,378,-0.0009713333333333332,293.96
Craps,0,0,0,1,830.0000,WHALE,HIGH_ROLLER,17765,0.031974666666666665,5862.866666666667
Blackjack,0,3,1,0,2074.5000,LOW_STAKES,EVEN_STEVEN,1433,0.057974,-129.85333333333332
Craps,1,2,1,0,15294.5000,OBNOXIOUS,EVEN_STEVEN,614,0.02194033333333333,-3882.8766666666666
Blackjack,0,0,0,0,0.0000,GRINDER,EVEN_STEVEN,1351,0.0,70.43
Craps,0,0,0,2,1177.0000,WHALE,HIGH_ROLLER,3611,-0.037761666666666666,1887.3566666666666
Blackjack,1,0,0,1,977.0000,OBNOXIOUS,LOW_ROLLER,244,-0.014155999999999998,-142.48666666666668
Roulette,0,0,0,0,0.0000,OBNOXIOUS,HIGH_ROLLER,22813,0.0,823.2933333333333
Poker,0,3,2,1,7452.6667,OBNOXIOUS,LOW_ROLLER,551,-0.001466,9.89
Craps,0,0,0,1,768.0000,WHALE,HIGH_ROLLER,17857,-0.027789,10080.466666666667
Poker,0,4,0,3,4920.7143,GRINDER,HIGH_ROLLER,16449,-0.17037166666666667,2821.6233333333334
Roulette,1,0,1,0,5352.5000,OBNOXIOUS,HIGH_ROLLER,12541,-0.009487,386.99
Roulette,2,1,1,1,3446.4000,WHALE,HIGH_ROLLER,4860,0.013110333333333333,968.6666666666666
Craps,0,0,0,0,0.0000,OBNOXIOUS,HIGH_ROLLER,13056,0.0,1803.62
Poker,3,1,1,2,9024.2857,OBNOXIOUS,HIGH_ROLLER,18206,-0.03222966666666667,3753.72
Blackjack,1,1,2,0,8434.7500,GRINDER,EVEN_STEVEN,529,0.036757333333333336,-1625.9033333333334
Poker,0,2,0,1,6803.3333,GRINDER,EVEN_STEVEN,1483,-0.13116033333333335,841.57
Craps,0,0,0,0,0.0000,WHALE,HIGH_ROLLER,16580,0.0,8556.613333333333
Poker,1,4,2,0,9661.0000,LOW_STAKES,LOW_ROLLER,242,-0.004693,301.49
Blackjack,1,1,0,0,1001.0000,WHALE,HIGH_ROLLER,22178,0.05701133333333334,7321.466666666666
Roulette,0,0,3,0,12117.3333,GRINDER,HIGH_ROLLER,23221,-0.06242333333333334,6240.39
Craps,0,0,0,0,0.0000,LOW_STAKES,EVEN_STEVEN,1242,0.0,111.60333333333334
Blackjack,0,0,1,0,12030.0000,GRINDER,EVEN_STEVEN,724,-0.08684033333333332,1626.6
Poker,1,2,0,2,4374.4000,WHALE,HIGH_ROLLER,12481,-0.06640033333333334,2062.04
Poker,1,0,0,1,3177.5000,WHALE,HIGH_ROLLER,4909,0.025675333333333338,622.45
Poker,0,0,0,2,202.0000,OBNOXIOUS,EVEN_STEVEN,1453,-0.476046,93.99
Roulette,2,0,1,0,7932.0000,GRINDER,EVEN_STEVEN,1618,-0.02897733333333333,3378.0133333333333
Blackjack,0,0,0,2,1320.0000,LOW_STAKES,LOW_ROLLER,374,0.015094,8.603333333333333
Craps,2,2,1,2,4767.4286,LOW_STAKES,LOW_ROLLER,524,0.001593333333333334,377.74666666666667
Craps,2,2,0,0,4613.2500,WHALE,HIGH_ROLLER,22895,0.022013333333333333,11557.126666666667
Roulette,0,0,2,0,8076.0000,GRINDER,HIGH_ROLLER,19363,-0.028985999999999987,2131.213333333333
Roulette,0,1,1,1,4456.3333,GRINDER,HIGH_ROLLER,8536,0.03993733333333334,477.44666666666666
Craps,0,0,0,0,0.0000,LOW_STAKES,EVEN_STEVEN,1537,0.0,129.22
Blackjack,0,0,0,0,0.0000,GRINDER,HIGH_ROLLER,19780,0.0,2012.83
Poker,0,0,0,0,0.0000,LOW_STAKES,LOW_ROLLER,260,0.0,0.0
Roulette,0,0,0,0,0.0000,WHALE,HIGH_ROLLER,5501,0.0,1231.5266666666666
Roulette,0,0,0,0,0.0000,LOW_STAKES,LOW_ROLLER,519,0.0,62.74
Roulette,0,1,0,0,8960.0000,GRINDER,EVEN_STEVEN,1124,-0.028115666666666664,-384.57666666666665
Blackjack,0,1,1,0,11118.0000,OBNOXIOUS,LOW_ROLLER,383,0.013644000000000002,-1294.18
Blackjack,1,2,0,0,15385.6667,WHALE,HIGH_ROLLER,11029,0.031895,7362.66
Roulette,0,2,1,0,4504.6667,GRINDER,HIGH_ROLLER,23676,-0.02763866666666667,4407.8133333333335
Blackjack,1,0,1,2,4524.5000,OBNOXIOUS,EVEN_STEVEN,1293,-0.013276,-587.7933333333333
Craps,0,0,0,0,0.0000,OBNOXIOUS,EVEN_STEVEN,1044,0.0,132.62
Craps,1,0,2,0,14268.6667,LOW_STAKES,LOW_ROLLER,488,-0.013803666666666669,-849.42
Roulette,0,1,0,0,941.0000,LOW_STAKES,LOW_ROLLER,599,-0.006403666666666666,146.69
Craps,0,1,0,0,23919.0000,WHALE,HIGH_ROLLER,12859,-0.01283866666666667,5862.01
Poker,2,2,2,1,6552.8571,OBNOXIOUS,HIGH_ROLLER,10900,-0.03506966666666667,1923.28
Blackjack,0,0,0,0,0.0000,GRINDER,HIGH_ROLLER,16298,0.0,456.2
Roulette,1,0,0,0,1009.0000,WHALE,HIGH_ROLLER,20513,0.12051966666666668,-479.96666666666664
Craps,0,1,2,2,3428.6000,OBNOXIOUS,HIGH_ROLLER,15288,-0.025844,467.19666666666666
Roulette,2,0,1,2,5177.4000,WHALE,HIGH_ROLLER,16702,0.03499533333333333,-625.67
Craps,0,0,0,0,0.0000,OBNOXIOUS,LOW_ROLLER,207,0.0,14.11
Roulette,3,0,0,0,3272.3333,OBNOXIOUS,EVEN_STEVEN,676,-0.038805,1010.3266666666667
Roulette,1,0,0,0,20592.0000,LOW_STAKES,EVEN_STEVEN,1180,-0.03654833333333333,582.4466666666667
Blackjack,2,1,0,0,12131.0000,WHALE,HIGH_ROLLER,3904,0.066945,-250.38
Craps,1,1,1,0,7712.3333,LOW_STAKES,LOW_ROLLER,507,0.0009929999999999989,2030.0566666666666
Roulette,0,0,0,0,0.0000,GRINDER,HIGH_ROLLER,13334,0.0,1602.8966666666668
Blackjack,0,0,0,0,0.0000,GRINDER,EVEN_STEVEN,817,0.0,60.556666666666665
Poker,1,2,0,0,1481.3333,WHALE,HIGH_ROLLER,23765,-0.37020933333333333,1454.13
Poker,0,1,0,0,805.0000,WHALE,HIGH_ROLLER,4758,-0.714772,213.76333333333332
Poker,3,0,1,1,13318.4000,WHALE,HIGH_ROLLER,24365,-0.034001666666666666,3339.596666666667
Blackjack,0,0,0,0,0.0000,OBNOXIOUS,LOW_ROLLER,301,0.0,-11.673333333333334
Craps,1,0,0,2,1089.6667,OBNOXIOUS,HIGH_ROLLER,12112,-0.050274,1753.16
Craps,0,0,0,0,0.0000,OBNOXIOUS,LOW_ROLLER,478,0.0,17.953333333333333
Poker,0,4,0,1,419.8000,GRINDER,EVEN_STEVEN,1731,-0.2858016666666667,202.97
Roulette,0,1,2,2,8163.4000,LOW_STAKES,LOW_ROLLER,159,-0.03879833333333333,2606.1866666666665
Poker,0,1,0,0,18735.0000,LOW_STAKES,EVEN_STEVEN,1068,-0.004411,320.3566666666667
Blackjack,0,0,0,0,0.0000,OBNOXIOUS,EVEN_STEVEN,579,0.0,8.513333333333334
Craps,1,0,1,0,10776.5000,LOW_STAKES,EVEN_STEVEN,712,-0.0028076666666666692,382.88666666666666
Poker,0,0,0,0,0.0000,LOW_STAKES,EVEN_STEVEN,1527,0.0,0.0
Craps,3,0,0,1,16062.5000,WHALE,HIGH_ROLLER,8685,0.020679000000000003,4032.6633333333334
Craps,0,0,0,0,0.0000,WHALE,HIGH_ROLLER,7636,0.0,3421.9466666666667
Roulette,1,0,0,2,607.0000,GRINDER,EVEN_STEVEN,1509,-0.020077,51.75666666666667
Blackjack,1,0,1,1,11073.0000,GRINDER,EVEN_STEVEN,1435,0.010067000000000001,-1417.0133333333333
Blackjack,0,0,2,1,12443.0000,GRINDER,HIGH_ROLLER,4414,-0.008734666666666668,777.7
Blackjack,1,0,1,0,4615.0000,LOW_STAKES,LOW_ROLLER,171,-0.039732,-67.28
Blackjack,1,0,0,0,1597.0000,WHALE,HIGH_ROLLER,5803,0.06559466666666666,3275.6633333333334
Blackjack,1,1,0,1,1340.3333,LOW_STAKES,LOW_ROLLER,556,0.015730666666666667,32.42333333333333
Craps,1,0,1,1,10651.6667,GRINDER,EVEN_STEVEN,1371,-0.00010366666666666833,-1224.95
Blackjack,1,1,0,1,1101.3333,OBNOXIOUS,HIGH_ROLLER,6956,-0.021992666666666664,-211.86
Roulette,0,1,1,1,10843.6667,LOW_STAKES,EVEN_STEVEN,1716,0.026905333333333333,1322.82
Poker,0,0,0,0,0.0000,OBNOXIOUS,EVEN_STEVEN,1421,0.0,0.0
Blackjack,0,0,0,0,0.0000,GRINDER,HIGH_ROLLER,19668,0.0,981.75
Blackjack,0,0,0,1,288.0000,LOW_STAKES,EVEN_STEVEN,648,0.04570933333333333,195.03
Blackjack,1,2,0,0,6518.6667,WHALE,HIGH_ROLLER,8336,0.057063333333333334,678.3833333333333
Poker,0,0,0,0,0.0000,LOW_STAKES,EVEN_STEVEN,458,0.0,0.0
Poker,2,0,1,1,11282.7500,GRINDER,EVEN_STEVEN,1111,0.007771,456.0233333333333
Poker,2,0,1,1,9860.0000,GRINDER,HIGH_ROLLER,6897,-0.044651666666666666,1806.1666666666667
Poker,1,2,1,1,5634.6000,LOW_STAKES,EVEN_STEVEN,1048,0.00014233333333333402,365.46
Blackjack,0,0,0,1,531.0000,LOW_STAKES,EVEN_STEVEN,1304,0.06821,374.0466666666667
Craps,2,1,2,1,9991.1667,WHALE,HIGH_ROLLER,3257,0.0002723333333333321,2077.17
Blackjack,0,1,1,2,2663.2500,OBNOXIOUS,EVEN_STEVEN,1537,-0.019823333333333335,412.29333333333335
Blackjack,0,0,0,1,1024.0000,LOW_STAKES,LOW_ROLLER,594,0.07328766666666667,87.7
Craps,1,3,2,1,4709.5714,GRINDER,EVEN_STEVEN,870,-0.0032173333333333338,2218.59
Craps,0,0,3,1,9060.0000,WHALE,HIGH_ROLLER,9157,0.029037666666666666,1279.9333333333334
Poker,2,1,1,0,4874.2500,WHALE,HIGH_ROLLER,9899,-0.016515333333333333,1354.21
Roulette,1,2,0,0,1186.6667,WHALE,HIGH_ROLLER,18810,-0.012865,264.6433333333333
Roulette,1,1,0,1,4313.0000,GRINDER,HIGH_ROLLER,6390,0.010989333333333334,1866.9033333333334
Roulette,2,0,0,1,5928.6667,LOW_STAKES,LOW_ROLLER,521,-0.017746333333333333,2629.87
Poker,1,0,0,0,20528.0000,LOW_STAKES,EVEN_STEVEN,969,-0.021402333333333332,300.63
Poker,0,0,1,0,12085.0000,OBNOXIOUS,EVEN_STEVEN,974,-0.08704366666666666,313.52666666666664
Roulette,0,1,2,0,8708.6667,WHALE,HIGH_ROLLER,19452,-0.05460666666666667,5584.043333333333
Craps,1,0,0,0,1467.0000,LOW_STAKES,LOW_ROLLER,542,-0.007733666666666666,74.83
Craps,1,0,0,0,14572.0000,LOW_STAKES,LOW_ROLLER,442,-0.003433666666666667,53.016666666666666
Roulette,0,0,0,0,0.0000,LOW_STAKES,LOW_ROLLER,293,0.0,100.21333333333334
Craps,4,0,1,2,4140.1429,WHALE,HIGH_ROLLER,16638,-0.008719333333333334,8085.59
Blackjack,0,1,0,1,4635.5000,LOW_STAKES,EVEN_STEVEN,1055,0.05005933333333333,552.25
Roulette,0,1,0,0,334.0000,LOW_STAKES,LOW_ROLLER,586,-0.053437666666666675,74.02333333333333
Blackjack,0,0,0,0,0.0000,LOW_STAKES,LOW_ROLLER,233,0.0,34.596666666666664
Craps,0,1,3,1,15587.6000,OBNOXIOUS,LOW_ROLLER,384,-0.025819666666666664,1833.3633333333332
Craps,1,4,0,2,5679.5714,WHALE,HIGH_ROLLER,18516,-0.009152,10980.05
Craps,2,2,1,0,2445.2000,WHALE,HIGH_ROLLER,19921,0.006614666666666666,11026.156666666666
Roulette,0,0,0,0,0.0000,OBNOXIOUS,EVEN_STEVEN,1722,0.0,239.87
Roulette,0,1,0,0,228.0000,OBNOXIOUS,LOW_ROLLER,230,-0.04109833333333334,8.116666666666667
Poker,1,2,0,2,4717.0000,GRINDER,HIGH_ROLLER,22082,-0.11989066666666666,2675.326666666667
Craps,4,1,2,0,8251.7143,GRINDER,HIGH_ROLLER,21108,0.011518,2259.2433333333333
Blackjack,1,0,0,1,1546.0000,OBNOXIOUS,EVEN_STEVEN,1726,-0.03858233333333334,-63.67
Poker,1,1,1,1,10478.5000,WHALE,HIGH_ROLLER,20161,-0.089696,3120.8933333333334
Craps,0,2,1,1,4392.0000,OBNOXIOUS,EVEN_STEVEN,882,-0.03387233333333333,515.0966666666667
Poker,2,1,1,0,7838.5000,WHALE,HIGH_ROLLER,10359,-0.019047333333333333,1512.8933333333334
Blackjack,1,0,0,2,7267.6667,OBNOXIOUS,LOW_ROLLER,600,-0.036950000000000004,527.5166666666667
Blackjack,1,1,1,1,7985.0000,OBNOXIOUS,LOW_ROLLER,509,-0.0009880000000000004,-411.74
Poker,1,2,3,0,9217.1667,LOW_STAKES,LOW_ROLLER,519,0.0009946666666666654,-60.013333333333335
Poker,1,0,0,0,1044.0000,WHALE,HIGH_ROLLER,6216,-0.13830299999999998,329.37
Craps,2,2,1,2,4652.8571,LOW_STAKES,LOW_ROLLER,517,0.00019466666666666696,1020.99
Roulette,1,0,0,0,4903.0000,WHALE,HIGH_ROLLER,14256,0.087993,2156.9333333333334
Roulette,0,2,0,2,6981.5000,LOW_STAKES,LOW_ROLLER,197,0.03415733333333333,-1636.2566666666667
Blackjack,0,0,0,0,0.0000,LOW_STAKES,EVEN_STEVEN,1142,0.0,242.98666666666668
Blackjack,1,1,1,0,10496.6667,OBNOXIOUS,EVEN_STEVEN,490,0.054402,-3411.2266666666665
Roulette,1,1,1,0,3538.3333,OBNOXIOUS,EVEN_STEVEN,1622,0.003367999999999999,280.2133333333333
Poker,1,0,1,2,3942.5000,WHALE,HIGH_ROLLER,17546,-0.011532,1842.1166666666666
Roulette,2,1,1,1,11499.6000,GRINDER,HIGH_ROLLER,12790,0.04312733333333334,-185.23
Blackjack,0,1,1,2,2322.5000,LOW_STAKES,LOW_ROLLER,223,-0.007212333333333334,642.9066666666666
Craps,0,3,0,1,697.2500,GRINDER,HIGH_ROLLER,7713,0.004978333333333335,906.85
Poker,3,0,0,1,1105.2500,WHALE,HIGH_ROLLER,8547,-0.08811333333333334,837.5766666666667
Poker,1,2,0,1,1515.7500,WHALE,HIGH_ROLLER,8603,-0.005955333333333333,983.6266666666667
Poker,1,0,2,0,8512.3333,WHALE,HIGH_ROLLER,20799,-0.05379133333333333,1995.3333333333333
Poker,1,1,1,2,5965.4000,OBNOXIOUS,EVEN_STEVEN,918,-0.017695333333333334,295.05
Roulette,1,0,1,0,4170.5000,WHALE,HIGH_ROLLER,4855,0.015295,-942.5866666666667
Roulette,0,1,0,1,12028.0000,OBNOXIOUS,EVEN_STEVEN,1169,-0.05294366666666667,2086.33
Poker,0,0,0,2,542.0000,LOW_STAKES,LOW_ROLLER,480,-0.12767599999999998,76.43
Poker,0,0,0,0,0.0000,LOW_STAKES,EVEN_STEVEN,1050,0.0,0.0
Blackjack,0,0,0,0,0.0000,WHALE,HIGH_ROLLER,17449,0.0,6598.8966666666665
Blackjack,0,0,0,0,0.0000,LOW_STAKES,LOW_ROLLER,189,0.0,36.31333333333333
Roulette,0,1,2,0,6440.0000,LOW_STAKES,EVEN_STEVEN,518,0.03144366666666667,304.19
Roulette,0,0,0,0,0.0000,LOW_STAKES,EVEN_STEVEN,1685,0.0,926.9066666666666
Blackjack,0,1,0,0,18404.0000,WHALE,HIGH_ROLLER,24918,-0.06057633333333334,8560.393333333333
Craps,0,0,0,0,0.0000,OBNOXIOUS,EVEN_STEVEN,666,0.0,92.75
Poker,1,2,0,4,1709.8571,LOW_STAKES,LOW_ROLLER,397,-0.004985666666666667,123.21
Poker,0,0,0,1,558.0000,WHALE,HIGH_ROLLER,22780,-0.5824916666666666,234.96666666666667
Roulette,0,1,0,0,485.0000,LOW_STAKES,LOW_ROLLER,582,0.012886333333333333,2.57
Blackjack,0,2,0,1,887.3333,LOW_STAKES,EVEN_STEVEN,926,0.03306766666666666,227.44333333333333
Craps,0,2,0,3,896.0000,WHALE,HIGH_ROLLER,3077,-0.007355666666666666,1955.25
Blackjack,0,0,0,0,0.0000,GRINDER,HIGH_ROLLER,24313,0.0,1750.8566666666666
Blackjack,1,0,1,1,7891.3333,OBNOXIOUS,HIGH_ROLLER,12049,-0.04915133333333333,284.29333333333335
Blackjack,0,2,0,0,322.0000,WHALE,HIGH_ROLLER,7672,0.076207,3056.8566666666666
Roulette,2,0,1,0,8668.0000,OBNOXIOUS,LOW_ROLLER,263,-0.009899,82.35
Blackjack,2,0,1,1,8960.2500,LOW_STAKES,LOW_ROLLER,413,-0.02399966666666667,1954.4066666666668
Roulette,0,2,2,1,5640.0000,WHALE,HIGH_ROLLER,19148,0.008761666666666666,5678.36
Blackjack,0,0,0,0,0.0000,LOW_STAKES,LOW_ROLLER,544,0.0,71.78333333333333
Blackjack,0,0,1,0,19373.0000,OBNOXIOUS,HIGH_ROLLER,3839,-0.0004939999999999996,-682.13
Blackjack,0,1,1,0,2661.0000,LOW_STAKES,EVEN_STEVEN,717,0.04930433333333333,-326.22333333333336
Roulette,0,0,0,0,0.0000,OBNOXIOUS,HIGH_ROLLER,19930,0.0,1756.4433333333334
Craps,2,1,0,0,3350.3333,LOW_STAKES,LOW_ROLLER,363,0.02710733333333333,105.19333333333333
Poker,0,0,0,0,0.0000,LOW_STAKES,EVEN_STEVEN,721,0.0,0.0
Craps,1,0,0,0,15278.0000,OBNOXIOUS,LOW_ROLLER,477,-0.027964333333333334,-988.63
Poker,3,1,2,0,8031.3333,GRINDER,HIGH_ROLLER,7230,-0.035042,1596.1966666666667
Roulette,1,0,1,1,2676.0000,WHALE,HIGH_ROLLER,5929,0.032606,-66.91333333333333
Poker,1,0,0,0,5993.0000,WHALE,HIGH_ROLLER,4242,0.12019633333333334,653.9566666666667
Roulette,0,1,1,1,7914.0000,OBNOXIOUS,HIGH_ROLLER,22895,-0.009970666666666668,2293.7366666666667
Poker,1,0,2,3,7770.1667,WHALE,HIGH_ROLLER,15114,-0.08843566666666666,2228.383333333333
Roulette,0,0,0,0,0.0000,GRINDER,EVEN_STEVEN,670,0.0,-33.64666666666667
Craps,1,0,1,1,11106.6667,GRINDER,EVEN_STEVEN,1446,-0.0010660000000000003,-1453.1433333333334
Blackjack,1,0,0,2,5717.3333,GRINDER,EVEN_STEVEN,856,-0.02103366666666667,401.4066666666667
Roulette,0,1,0,2,656.3333,GRINDER,HIGH_ROLLER,23115,0.016604,4401.766666666666
Craps,0,2,1,0,5042.0000,LOW_STAKES,LOW_ROLLER,276,0.004669333333333334,1.62
Craps,1,2,0,1,6047.5000,OBNOXIOUS,HIGH_ROLLER,10389,-0.003843,1589.0933333333332
Blackjack,0,0,0,0,0.0000,LOW_STAKES,EVEN_STEVEN,1042,0.0,235.41666666666666
Blackjack,1,0,1,0,22333.5000,WHALE,HIGH_ROLLER,21093,0.036976666666666665,5098.263333333333
Poker,1,2,2,0,9934.8000,LOW_STAKES,LOW_ROLLER,441,0.00016233333333333353,469.48
Poker,4,0,0,2,4156.1667,GRINDER,EVEN_STEVEN,1325,-0.010605999999999999,141.18333333333334
Poker,1,0,0,1,4535.5000,LOW_STAKES,LOW_ROLLER,218,0.016908333333333334,109.06666666666666
